initializer,class_expr,selector,selector_symbol,replacement_address,replacement_size,replacement_symbol,original_slot
initializer_18_50058.c,ch,layoutSubviews,SEL_layoutSubviews,0x507cc,112,sym.func.000507cc,g_57c700
initializer_18_50058.c,ch,didMoveToWindow,SEL_didMoveToWindow,0x50850,112,sym.func.00050850,g_57c708
initializer_18_50058.c,ch,setHidden:,SEL_setHidden_,0x508d4,68,sym.func.000508d4,g_57c710
initializer_18_50058.c,ch,setAlpha:,SEL_setAlpha_,0x50918,68,sym.func.00050918,g_57c718
initializer_18_50058.c,ch,didAddSubview:,SEL_didAddSubview_,0x5095c,100,sym.func.0005095c,g_57c720
initializer_18_50058.c,ch1,layoutSubviews,SEL_layoutSubviews,0x509d4,104,sym.func.000509d4,g_57c728
initializer_18_50058.c,ch1,didMoveToWindow,SEL_didMoveToWindow,0x50a50,104,sym.func.00050a50,g_57c730
initializer_18_50058.c,ch1,setAlpha:,SEL_setAlpha_,0x50acc,196,sym.func.00050acc,g_57c738
initializer_18_50058.c,ch1,setHidden:,SEL_setHidden_,0x50ba8,188,sym.func.00050ba8,g_57c740
initializer_21_590c4.c,ch,layoutSubviews,SEL_layoutSubviews,0x59d58,84,sym.func.00059d58,g_57c8f8
initializer_21_590c4.c,ch,didAddSubview:,SEL_didAddSubview_,0x59dac,120,sym.func.00059dac,g_57c900
initializer_21_590c4.c,ch,didMoveToWindow,SEL_didMoveToWindow,0x59e38,84,sym.func.00059e38,g_57c908
initializer_21_590c4.c,ch,traitCollectionDidChange:,SEL_traitCollectionDidChange_,0x59e8c,128,sym.func.00059e8c,g_57c910
initializer_21_590c4.c,ch,setBackgroundColor:,SEL_setBackgroundColor_,0x59f20,148,sym.func.00059f20,g_57c918
initializer_21_590c4.c,ch,setBarTintColor:,SEL_setBarTintColor_,0x59fc8,148,sym.func.00059fc8,g_57c920
initializer_21_590c4.c,ch,setBackgroundImage:,SEL_setBackgroundImage_,0x5a070,124,sym.func.0005a070,g_57c928
initializer_21_590c4.c,ch,setShadowImage:,SEL_setShadowImage_,0x5a100,124,sym.func.0005a100,g_57c930
initializer_21_590c4.c,ch,setStandardAppearance:,SEL_setStandardAppearance_,0x5a190,128,sym.func.0005a190,g_57c938
initializer_21_590c4.c,ch,setScrollEdgeAppearance:,SEL_setScrollEdgeAppearance_,0x5a224,128,sym.func.0005a224,g_57c940
initializer_21_590c4.c,ch1,layoutSubviews,SEL_layoutSubviews,0x5a2b8,108,sym.func.0005a2b8,g_57c948
initializer_21_590c4.c,ch1,didAddSubview:,SEL_didAddSubview_,0x5a324,144,sym.func.0005a324,g_57c950
initializer_21_590c4.c,ch1,setFrame:,SEL_setFrame_,0x5a3c8,108,sym.func.0005a3c8,g_57c958
initializer_21_590c4.c,ch1,setHidden:,SEL_setHidden_,0x5a434,44,sym.func.0005a434,g_57c960
initializer_21_590c4.c,ch1,setAlpha:,SEL_setAlpha_,0x5a460,44,sym.func.0005a460,g_57c968
initializer_21_590c4.c,ch1,didMoveToWindow,SEL_didMoveToWindow,0x5a48c,108,sym.func.0005a48c,g_57c970
initializer_21_590c4.c,ch1,traitCollectionDidChange:,SEL_traitCollectionDidChange_,0x5a4f8,152,sym.func.0005a4f8,g_57c978
initializer_21_590c4.c,ch2,relayoutButtons:,SEL_relayoutButtons_,0x5a5a4,96,sym.func.0005a5a4,g_57c980
initializer_21_590c4.c,ch2,makeSureFrame,SEL_makeSureFrame,0x5a618,52,sym.func.0005a618,g_57c988
initializer_21_590c4.c,ch2,setViewControllers:,SEL_setViewControllers_,0x5a64c,96,sym.func.0005a64c,g_57c990
initializer_21_590c4.c,v29,setHighlightImage:,SEL_setHighlightImage_,0x5a6c0,92,sym.func.0005a6c0,g_57c998
initializer_21_590c4.c,v29,setSelectedImage:,SEL_setSelectedImage_,0x5a730,92,sym.func.0005a730,g_57c9a0
initializer_21_590c4.c,v30,layoutSubviews,SEL_layoutSubviews,0x5a7a0,108,sym.func.0005a7a0,g_57c9a8
initializer_21_590c4.c,v30,setItem:,SEL_setItem_,0x5a820,100,sym.func.0005a820,g_57c9b0
initializer_21_590c4.c,v30,setIsSelected:,SEL_setIsSelected_,0x5a898,44,sym.func.0005a898,g_57c9b8
initializer_21_590c4.c,v30,traitCollectionDidChange:,SEL_traitCollectionDidChange_,0x5a8c4,88,sym.func.0005a8c4,g_57c9c0
initializer_21_590c4.c,v30,didMoveToWindow,SEL_didMoveToWindow,0x5a930,92,sym.func.0005a930,g_57c9c8
initializer_21_590c4.c,v30,didMoveToSuperview,SEL_didMoveToSuperview,0x5a9a0,92,sym.func.0005a9a0,g_57c9d0
initializer_21_590c4.c,v30,didAddSubview:,SEL_didAddSubview_,0x5aa10,136,sym.func.0005aa10,g_57c9d8
initializer_21_590c4.c,v30,setFrame:,SEL_setFrame_,0x5aac0,100,sym.func.0005aac0,g_57c9e0
initializer_21_590c4.c,v30,setCenter:,SEL_setCenter_,0x5ab38,100,sym.func.0005ab38,g_57c9e8
initializer_21_590c4.c,v30,setHidden:,SEL_setHidden_,0x5abb0,84,sym.func.0005abb0,g_57c9f0
initializer_21_590c4.c,v30,setAlpha:,SEL_setAlpha_,0x5ac18,84,sym.func.0005ac18,g_57c9f8
initializer_21_590c4.c,v31,layoutSubviews,SEL_layoutSubviews,0x5ac80,44,sym.func.0005ac80,g_57ca00
initializer_21_590c4.c,v31,didMoveToWindow,SEL_didMoveToWindow,0x5acac,68,sym.func.0005acac,g_57ca08
initializer_21_590c4.c,v31,didMoveToSuperview,SEL_didMoveToSuperview,0x5acf0,68,sym.func.0005acf0,g_57ca10
initializer_21_590c4.c,v31,setFrame:,SEL_setFrame_,0x5ad34,44,sym.func.0005ad34,g_57ca18
initializer_21_590c4.c,v32,setBackgroundColor:,SEL_setBackgroundColor_,0x5ad60,160,sym.func.0005ad60,g_57ca20
initializer_21_590c4.c,v32,didMoveToWindow,SEL_didMoveToWindow,0x5ae14,88,sym.func.0005ae14,g_57ca28
initializer_21_590c4.c,v32,didMoveToSuperview,SEL_didMoveToSuperview,0x5ae6c,88,sym.func.0005ae6c,g_57ca30
initializer_21_590c4.c,v33,setBackgroundColor:,SEL_setBackgroundColor_,0x5aec4,220,sym.func.0005aec4,g_57ca38
initializer_21_590c4.c,v33,setBorderWidth:,SEL_setBorderWidth_,0x5afc4,168,sym.func.0005afc4,g_57ca40
initializer_21_590c4.c,v33,setBorderColor:,SEL_setBorderColor_,0x5b080,220,sym.func.0005b080,g_57ca48
initializer_21_590c4.c,v33,setShadowOpacity:,SEL_setShadowOpacity_,0x5b180,168,sym.func.0005b180,g_57ca50
initializer_21_590c4.c,v33,setShadowColor:,SEL_setShadowColor_,0x5b23c,220,sym.func.0005b23c,g_57ca58
initializer_22_62144.c,ch,viewDidLayoutSubviews,SEL_viewDidLayoutSubviews,0x62440,44,sym.func.00062440,g_57cba0
initializer_22_62144.c,ch,viewDidAppear:,SEL_viewDidAppear_,0x6246c,44,sym.func.0006246c,g_57cba8
initializer_22_62144.c,ch1,didMoveToWindow,SEL_didMoveToWindow,0x62498,972,sym.func.00062498,g_57cbb0
initializer_23_6714c.c,ch2,layoutSubviews,SEL_layoutSubviews,0x681a8,52,sym.func.000681a8,g_57cbe8
initializer_23_6714c.c,ch2,didMoveToWindow,SEL_didMoveToWindow,0x681dc,52,sym.func.000681dc,g_57cbf0
initializer_23_6714c.c,v15,sizeThatFits:,SEL_sizeThatFits_,0x68210,44,sym.func.00068210,g_57cbf8
initializer_23_6714c.c,v15,intrinsicContentSize,SEL_intrinsicContentSize,0x6823c,44,sym.func.0006823c,g_57cc00
initializer_23_6714c.c,v15,setHighlightedIcon:,SEL_setHighlightedIcon_,0x68268,88,sym.func.00068268,g_57cc08
initializer_23_6714c.c,v15,setHighlightedIconImage:,SEL_setHighlightedIconImage_,0x682d4,88,sym.func.000682d4,g_57cc10
initializer_23_6714c.c,v15,layoutSubviews,SEL_layoutSubviews,0x68340,68,sym.func.00068340,g_57cc18
initializer_23_6714c.c,v15,didMoveToWindow,SEL_didMoveToWindow,0x68384,68,sym.func.00068384,g_57cc20
initializer_23_6714c.c,v15,traitCollectionDidChange:,SEL_traitCollectionDidChange_,0x683c8,220,sym.func.000683c8,g_57cc28
initializer_23_6714c.c,v16,viewWillAppear:,SEL_viewWillAppear_,0x684dc,188,sym.func.000684dc,g_57cc30
initializer_23_6714c.c,v16,viewDidAppear:,SEL_viewDidAppear_,0x685cc,188,sym.func.000685cc,g_57cc38
initializer_23_6714c.c,v16,viewDidLayoutSubviews,SEL_viewDidLayoutSubviews,0x686bc,188,sym.func.000686bc,g_57cc40
initializer_23_6714c.c,v16,viewWillDisappear:,SEL_viewWillDisappear_,0x687ac,148,sym.func.000687ac,g_57cc48
initializer_23_6714c.c,v17,setBackgroundImage:forBarMetrics:,SEL_setBackgroundImage_forBarMetrics_,0x68860,112,sym.func.00068860,g_57cc50
initializer_23_6714c.c,v17,layoutSubviews,SEL_layoutSubviews,0x688e4,88,sym.func.000688e4,g_57cc58
initializer_23_6714c.c,v17,didMoveToWindow,SEL_didMoveToWindow,0x68950,88,sym.func.00068950,g_57cc60
initializer_23_6714c.c,v17,setFrame:,SEL_setFrame_,0x689bc,88,sym.func.000689bc,g_57cc68
initializer_23_6714c.c,v17,setBounds:,SEL_setBounds_,0x68a28,88,sym.func.00068a28,g_57cc70
initializer_23_6714c.c,v17,didAddSubview:,SEL_didAddSubview_,0x68a94,88,sym.func.00068a94,g_57cc78
initializer_23_6714c.c,v18,setHidden:,SEL_setHidden_,0x68b00,88,sym.func.00068b00,g_57cc80
initializer_23_6714c.c,v18,setAlpha:,SEL_setAlpha_,0x68b58,88,sym.func.00068b58,g_57cc88
initializer_23_6714c.c,v18,didMoveToSuperview,SEL_didMoveToSuperview,0x68bb0,96,sym.func.00068bb0,g_57cc90
initializer_23_6714c.c,v18,layoutSubviews,SEL_layoutSubviews,0x68c10,96,sym.func.00068c10,g_57cc98
initializer_23_6714c.c,v19,setImage:forState:,SEL_setImage_forState_,0x68c70,244,sym.func.00068c70,g_57cca0
initializer_23_6714c.c,v19,setHighlightedImage:,SEL_setHighlightedImage_,0x68d88,336,sym.func.00068d88,g_57cca8
initializer_23_6714c.c,v19,setHighlighted:,SEL_setHighlighted_,0x68f08,392,sym.func.00068f08,g_57ccb0
initializer_23_6714c.c,v19,traitCollectionDidChange:,SEL_traitCollectionDidChange_,0x690b0,160,sym.func.000690b0,g_57ccb8
initializer_23_6714c.c,v19,systemLayoutSizeFittingSize:,SEL_systemLayoutSizeFittingSize_,0x692f4,52,sym.func.000692f4,g_57ccd0
initializer_23_6714c.c,v19,systemLayoutSizeFittingSize:withHorizontalFittingPriority:verticalFittingPriority:,SEL_systemLayoutSizeFittingSize_withHorizontalFittingPriority_verticalFittingPriority_,0x69328,44,sym.func.00069328,g_57ccd8
initializer_23_6714c.c,v19,setTitle:forState:,SEL_setTitle_forState_,0x69354,104,sym.func.00069354,g_57cce0
initializer_23_6714c.c,v19,setAttributedTitle:forState:,SEL_setAttributedTitle_forState_,0x693d0,104,sym.func.000693d0,g_57cce8
initializer_23_6714c.c,v19,setFrame:,SEL_setFrame_,0x6944c,52,sym.func.0006944c,g_57ccf0
initializer_23_6714c.c,v19,setBounds:,SEL_setBounds_,0x69480,52,sym.func.00069480,g_57ccf8
initializer_23_6714c.c,v19,layoutSubviews,SEL_layoutSubviews,0x694b4,116,sym.func.000694b4,g_57cd00
initializer_23_6714c.c,v19,didMoveToWindow,SEL_didMoveToWindow,0x69528,116,sym.func.00069528,g_57cd08
initializer_23_6714c.c,ch1,systemLayoutSizeFittingSize:,SEL_systemLayoutSizeFittingSize_,0x695f4,44,sym.func.000695f4,g_57cd20
initializer_23_6714c.c,ch1,systemLayoutSizeFittingSize:withHorizontalFittingPriority:verticalFittingPriority:,SEL_systemLayoutSizeFittingSize_withHorizontalFittingPriority_verticalFittingPriority_,0x69620,44,sym.func.00069620,g_57cd28
initializer_23_6714c.c,ch1,layoutSubviews,SEL_layoutSubviews,0x6964c,108,sym.func.0006964c,g_57cd30
initializer_23_6714c.c,ch1,didMoveToWindow,SEL_didMoveToWindow,0x696cc,108,sym.func.000696cc,g_57cd38
initializer_23_6714c.c,ch,setText:,SEL_setText_,0x6974c,88,sym.func.0006974c,g_57cd40
initializer_23_6714c.c,ch,setTextColor:,SEL_setTextColor_,0x697b8,112,sym.func.000697b8,g_57cd48
initializer_23_6714c.c,ch,setAttributedText:,SEL_setAttributedText_,0x6984c,124,sym.func.0006984c,g_57cd50
initializer_24_7ab34.c,ch,setEffect:,SEL_setEffect_,0x7ada0,132,sym.func.0007ada0,g_57d0a0
initializer_24_7ab34.c,ch,setHidden:,SEL_setHidden_,0x7ae38,68,sym.func.0007ae38,g_57d0a8
initializer_24_7ab34.c,ch,setAlpha:,SEL_setAlpha_,0x7ae7c,76,sym.func.0007ae7c,g_57d0b0
initializer_24_7ab34.c,ch,didMoveToSuperview,SEL_didMoveToSuperview,0x7aec8,148,sym.func.0007aec8,g_57d0b8
initializer_24_7ab34.c,ch,layoutSubviews,SEL_layoutSubviews,0x7af5c,148,sym.func.0007af5c,g_57d0c0
initializer_25_7be7c.c,ch,onHeadImageDoubleClick:,SEL_onHeadImageDoubleClick_,0x7c0a0,280,sym.func.0007c0a0,g_57d0e8
initializer_27_7c404.c,ch,didMoveToWindow,SEL_didMoveToWindow,0x7cd90,80,sym.func.0007cd90,g_57d108
initializer_27_7c404.c,ch2,:layoutTopViewController,SEL__layoutTopViewController,0x7cde0,4052,sym.func.0007cde0,g_57d110
initializer_27_7c404.c,ch2,gestureRecognizerShouldBegin:,SEL_gestureRecognizerShouldBegin_,0x7de5c,1160,sym.func.0007de5c,g_57d118
initializer_27_7c404.c,ch2,:finishInteractiveTransition:transitionContext:,SEL__finishInteractiveTransition_transitionContext_,0x7ed1c,128,sym.func.0007ed1c,g_57d120
initializer_28_7f20c.c,ch,layoutSubviews,SEL_layoutSubviews,0x7f484,872,sym.func.0007f484,g_57d1b0
initializer_29_7fc50.c,ch,OnMultiForwardMessage,SEL_OnMultiForwardMessage,0x800dc,500,sym.func.000800dc,g_57d1e0
initializer_29_7fc50.c,ch1,forwardMsgList:toContacts:,SEL_forwardMsgList_toContacts_,0x802e4,1136,sym.func.000802e4,g_57d1e8
initializer_30_85394.c,ch,setInputMode:animated:,SEL_setInputMode_animated_,0x856e4,84,sym.func.000856e4,g_57d238
initializer_30_85394.c,ch1,ShowPreparing,SEL_ShowPreparing,0x85738,100,sym.func.00085738,g_57d240
initializer_30_85394.c,ch1,ShowRecording,SEL_ShowRecording,0x8579c,100,sym.func.0008579c,g_57d248
initializer_30_85394.c,ch1,layoutSubviews,SEL_layoutSubviews,0x85800,100,sym.func.00085800,g_57d250
initializer_30_85394.c,ch1,exitVoiceRecord,SEL_exitVoiceRecord,0x85864,92,sym.func.00085864,g_57d258
initializer_31_8591c.c,ch,layoutSubviews,SEL_layoutSubviews,0x86380,44,sym.func.00086380,g_57d348
initializer_31_8591c.c,ch,didMoveToWindow,SEL_didMoveToWindow,0x863ac,44,sym.func.000863ac,g_57d350
initializer_31_8591c.c,ch1,layoutSubviews,SEL_layoutSubviews,0x863d8,44,sym.func.000863d8,g_57d358
initializer_31_8591c.c,ch1,didMoveToWindow,SEL_didMoveToWindow,0x86404,44,sym.func.00086404,g_57d360
initializer_31_8591c.c,ch2,setConfiguration:,SEL_setConfiguration_,0x86430,88,sym.func.00086430,g_57d368
initializer_31_8591c.c,ch2,layoutSubviews,SEL_layoutSubviews,0x8649c,68,sym.func.0008649c,g_57d370
initializer_31_8591c.c,v9,layoutSubviews,SEL_layoutSubviews,0x864e0,44,sym.func.000864e0,g_57d378
initializer_31_8591c.c,v9,didMoveToWindow,SEL_didMoveToWindow,0x8650c,44,sym.func.0008650c,g_57d380
initializer_31_8591c.c,v10,layoutSubviews,SEL_layoutSubviews,0x86538,44,sym.func.00086538,g_57d388
initializer_31_8591c.c,v10,didMoveToWindow,SEL_didMoveToWindow,0x86564,44,sym.func.00086564,g_57d390
initializer_31_8591c.c,v11,viewDidAppear:,SEL_viewDidAppear_,0x86590,124,sym.func.00086590,g_57d398
